"","state","year","agri_gdp","total_gdp","perc_agri_gdp","region","avg_cy","med_cy","total_cy","max_cy","min_cy","pct_chg_cy","nat_avg_cy","pct_diff_cy","nat_pct_chg_cy","data_item","value","adj_prod_usd","rel_crop_output"
"11","ARKANSAS",1985,1387.1,29325.7,0.0472998087002186,"south",94.575,100,3783,140,35,9.06507413509061,99.3781095626995,-4.83316656337596,10.0810380585094,"CORN, GRAIN - PRODUCTION, MEASURED IN $",18922000,44972571.7833901,2.2479
"12","ARKANSAS",1986,1325,30798.5,0.0430215757260906,"south",90.9761904761905,90,3821,125,46,-3.80524401142958,101.439939717191,-10.3152163439494,2.07473271886922,"CORN, GRAIN - PRODUCTION, MEASURED IN $",14586000,34021309.9323348,2.0187
"13","ARKANSAS",1987,1442,32663.6,0.044147001555248,"south",98.175,102.5,3927,135,45,7.91285003925672,103.222357514573,-4.88979096787323,1.75711638073934,"CORN, GRAIN - PRODUCTION, MEASURED IN $",12932000,29097132.7818115,2.182
"14","ARKANSAS",1988,1806.7,35004.5,0.0516133639960576,"south",82.3333333333333,77.5,2964,135,45,-16.1361514302691,74.8076257775924,10.0600807437938,-27.5276911137873,"CORN, GRAIN - PRODUCTION, MEASURED IN $",13860000,29963315.8621662,2.4846
"15","ARKANSAS",1989,1766.3,37127.6,0.0475737726112111,"south",106.657142857143,105,3733,135,60,29.5430884904569,97.6262098682891,9.25052094210944,30.5030187143456,"CORN, GRAIN - PRODUCTION, MEASURED IN $",16629000,34294115.4752622,2.3891
"16","ARKANSAS",1990,1688.8,38679.8,0.0436610323734869,"south",82.5897435897436,84,3221,115,44,-22.5652015633264,96.5765499292197,-14.4826113064993,-1.0751825155207,"CORN, GRAIN - PRODUCTION, MEASURED IN $",18170000,35552996.4474775,2.5364
"17","ARKANSAS",1991,1769.5,41571.7,0.0425650141803198,"south",91.4951219512195,94.8,3751.3,121.7,45,10.7826686152611,93.1450722393454,-1.77137689462108,-3.55311687194168,"CORN, GRAIN - PRODUCTION, MEASURED IN $",20640000,38745168.549226,2.5751
"18","ARKANSAS",1992,2051.2,45017.8,0.0455641990501535,"south",116.747619047619,122.55,4903.4,159.4,70,27.5998288847168,110.865424678441,5.30570679383536,19.0244658284885,"CORN, GRAIN - PRODUCTION, MEASURED IN $",28282000,51529894.7012709,3.2331
"19","ARKANSAS",1993,1755.4,47566,0.0369045116259513,"south",82.9875,82.45,3319.5,120,32.5,-28.9171799159767,84.2078084289327,-1.44916303095876,-24.0450224466528,"CORN, GRAIN - PRODUCTION, MEASURED IN $",20721000,36671316.9708682,2.6292
"20","ARKANSAS",1994,2375.3,51415.9,0.0461977715064795,"south",111.342857142857,111.7,3897,144.8,71.4,34.1682267122846,115.406527186999,-3.52117869170227,37.0496742999753,"CORN, GRAIN - PRODUCTION, MEASURED IN $",24948000,43030131.4285714,3.2435
"21","ARKANSAS",1995,2132.4,54611.8,0.0390465064326757,"south",111.966666666667,117.5,3359,140,72,0.560260029082205,98.1452539269824,14.0826093842164,-14.9569298035003,"CORN, GRAIN - PRODUCTION, MEASURED IN $",30303000,50840118.3238543,2.8135
"22","ARKANSAS",1996,2889.7,57976.4,0.0498426946136704,"south",118.619444444444,121.35,4270.3,141.7,76,5.94174853627072,110.114366029539,7.72385903999447,12.1953040250541,"CORN, GRAIN - PRODUCTION, MEASURED IN $",76188000,124182513.618106,3.2605
"23","ARKANSAS",1997,2695.1,60332.9,0.0446704865836053,"south",120.207692307692,120.75,3125.4,142.3,91.7,1.33894394016634,110.498293215432,8.78692223175877,0.34866221342027,"CORN, GRAIN - PRODUCTION, MEASURED IN $",58044000,92447590.6530994,3.0676
"24","ILLINOIS",1975,3601.3,95879.7,0.0375606098058296,"mid",106.323529411765,107.5,10845,146,71,NA,67.0715251797806,58.5226057209401,NA,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3210138000,15249840598.7643,NA
"25","ILLINOIS",1976,3082.1,104819.3,0.0294039361071864,"mid",98.3921568627451,98,10036,143,52,-7.45965882895344,69.5544711781998,41.4605778694839,3.70193758344368,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2653878000,11922394382.1087,NA
"26","ILLINOIS",1977,3191.3,115076.9,0.027731890587946,"mid",99.7058823529412,97,10170,130,62,1.33519330410523,76.8529904639312,29.7358525036646,10.4932424358923,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2475396000,10441688655.3609,NA
"27","ILLINOIS",1978,3301.1,128121.9,0.0257653063215578,"mid",102.607843137255,107,10466,133,55,2.91052114060963,81.578653301079,25.7778094945553,6.14896415691941,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2851701000,11176165213.5782,NA
"28","ILLINOIS",1979,3961.8,139252.7,0.028450435790473,"mid",119.960784313725,123.5,12236,146,89,16.9119052168928,92.5857580970491,29.5672107452873,13.4926287093102,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3606610000,12704879028.9241,NA
"29","ILLINOIS",1980,2847,145264.4,0.0195987454600026,"mid",85.2549019607843,88,8696,129,41,-28.9310232101994,68.9541087480167,23.6400607719209,-25.5240652933484,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3340709000,10363964398.1201,NA
"30","ILLINOIS",1981,4182.4,159649.3,0.0261974214731916,"mid",118.058823529412,123,12042,150,70,38.4774609015639,92.5709663787179,27.5333164897731,34.2501093256179,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3608590000,10146415146.6502,NA
"31","ILLINOIS",1982,3449.5,164266.6,0.0209993997562499,"mid",124.078431372549,127.5,12656,148,89,5.09882079388806,93.4508298438912,32.7740284166775,0.950474538176094,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3911450000,10362603133.8946,NA
"32","ILLINOIS",1983,1767.9,173119.3,0.0102120329737932,"mid",69.8235294117647,74,7122,110,20,-43.7262958280657,70.6838141522249,-1.21708873633715,-24.3625612845797,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2034566000,5222408510.01841,NA
"33","ILLINOIS",1984,3422.8,194244.3,0.0176211090878857,"mid",107.147058823529,109,10929,137,63,53.4540859309183,90.2772278636025,18.6866958137163,27.7198025409058,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3317446000,8164251637.64961,NA
"34","ILLINOIS",1985,3745.4,206281.1,0.018156777329576,"mid",125.892156862745,126.5,12841,162,87,17.4947387684143,99.3781095626995,26.679967466394,10.0810380585094,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3484337000,8281344247.43802,NA
"35","ILLINOIS",1986,3067.3,218695.6,0.0140254307814149,"mid",127.401960784314,131,12995,166,67,1.19928354489527,101.439939717191,25.5934902361969,2.07473271886922,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2162160000,5043158884.08728,NA
"36","ILLINOIS",1987,2774.2,231210.1,0.0119986107873315,"mid",127.745098039216,125,13030,163,96,0.269334359368978,103.222357514573,23.7571986487327,1.75711638073934,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2380224000,5355528439.41034,NA
"37","ILLINOIS",1988,2302.6,252196.8,0.00913017135824087,"mid",75.5392156862745,75,7705,105,42,-40.8672294704528,74.8076257775924,0.977961673128314,-27.5276911137873,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1815072000,3923923206.9678,NA
"38","ILLINOIS",1989,4078.6,266607.9,0.0152981213234867,"mid",118.774509803922,119.5,12115,149,72,57.2355613238157,97.6262098682891,21.6625227632666,30.5030187143456,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3173400000,6544527394.86421,NA
"39","ILLINOIS",1990,4045.4,279019.1,0.0144986490172178,"mid",119.254901960784,125.5,12164,147,73,0.404457284358228,96.5765499292197,23.4822553178649,-1.0751825155207,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3117088000,6099164479.38772,NA
"40","ILLINOIS",1991,3299.1,288473.5,0.0114364057703741,"mid",101.303921568627,104,10333,155,52,-15.0526142716212,93.1450722393454,8.75929250268558,-3.55311687194168,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2895420000,5435248833.37209,NA
"41","ILLINOIS",1992,4210.6,306236.3,0.0137495130394405,"mid",142.901960784314,145,14576,180,83,41.062614923062,110.865424678441,28.8967784129213,19.0244658284885,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3474010000,6329657361.26024,NA
"42","ILLINOIS",1993,3457.1,320078.9,0.0108007744340536,"mid",125.196078431373,125,12770,165,84,-12.3902305159166,84.2078084289327,48.6751416135382,-24.0450224466528,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3.341e+09,5912787510.2394,NA
"43","ILLINOIS",1994,4639.5,347971.5,0.0133329884775046,"mid",147.362745098039,156,15031,184,91,17.7055599060298,115.406527186999,27.6901304371281,37.0496742999753,"CORN, GRAIN - PRODUCTION, MEASURED IN $",4054674000,6993472627.86642,NA
"44","ILLINOIS",1995,3013,364450.7,0.00826723614469666,"mid",107.362745098039,113.5,10951,133,64,-27.1439026012907,98.1452539269824,9.39168304349633,-14.9569298035003,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3.729e+09,6256238696.81724,NA
"45","ILLINOIS",1996,5112.9,383504.1,0.0133320608567157,"mid",127.745098039216,133,13030,168,69,18.9845676193955,110.114366029539,16.011291392212,12.1953040250541,"CORN, GRAIN - PRODUCTION, MEASURED IN $",4097952000,6679450570.25183,NA
"46","ILLINOIS",1997,4843.9,408047.8,0.0118709131626246,"mid",121.852941176471,128,12429,155,71,-4.61243284727552,110.498293215432,10.2758582333046,0.34866221342027,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3606389000,5743952415.54408,NA
"47","INDIANA",1975,1825.3,37677.3,0.048445615795187,"mid",92.270652173913,90,8488.9,130.1,58,NA,67.0715251797806,37.5705292619899,NA,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1368315000,6500214520.02942,NA
"48","INDIANA",1976,1901.7,43774.8,0.0434428027084076,"mid",107.459782608696,107.3,9886.3,130.4,83.2,16.4614967781456,69.5544711781998,54.4973037511589,3.70193758344368,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1455300000,6537851605.94524,NA
"49","INDIANA",1977,1569.2,47901.4,0.0327589590283374,"mid",101.267391304348,101.3,9316.6,121.6,84.1,-5.76251985070249,76.8529904639312,31.7676653738996,10.4932424358923,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1247837000,5263612547.90733,NA
"50","INDIANA",1978,1731.9,53729.2,0.0322338691065566,"mid",106.542391304348,107.9,9801.9,129.9,78.6,5.20898181740119,81.578653301079,30.6008214074535,6.14896415691941,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1493208000,5852064892.58048,NA
"51","INDIANA",1979,1952.9,57917.5,0.0337186515301938,"mid",108.367391304348,107.55,9969.8,132.1,81.9,1.71293320682724,92.5857580970491,17.0454220299804,13.4926287093102,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1722168000,6066621039.55908,NA
"52","INDIANA",1980,1737.6,58870.5,0.0295156317680332,"mid",96.1478260869565,97.05,8845.6,119.1,66.8,-11.27605368212,68.9541087480167,39.4374140028631,-25.5240652933484,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1905101000,5910242088.97664,NA
"53","INDIANA",1981,1932.6,64724.3,0.0298589556009103,"mid",104.51847826087,104.9,9615.7,125,70.5,8.70602333363479,92.5709663787179,12.9063272746588,34.2501093256179,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1600560000,4500357820.40143,NA
"54","INDIANA",1982,1895.6,64982,0.0291711550891016,"mid",121.996739130435,123.3,11223.7,147.6,96.5,16.7226514970309,93.4508298438912,30.5464481527123,0.950474538176094,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1903948000,5044128778.7323,NA
"55","INDIANA",1983,957.7,69334.8,0.0138126885777416,"mid",68.6543478260869,71.1,6316.2,93.5,38.8,-43.7244402469774,70.6838141522249,-2.87118960752077,-24.3625612845797,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1125003000,2887704424.92219,NA
"56","INDIANA",1984,2094.6,78858.8,0.026561398347426,"mid",114.6,114.2,10543.2,139.2,90.1,66.9231499952503,90.2772278636025,26.9423117124799,27.7198025409058,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1834326000,4514285703.36435,NA
"57","INDIANA",1985,1964.9,82010.6,0.0239590979702624,"mid",121.052173913043,122.3,11136.8,145.9,93.6,5.63016920858943,99.3781095626995,21.8096967689543,10.0810380585094,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1664190000,3955337926.02262,NA
"58","INDIANA",1986,1652,86437.5,0.0191120751988431,"mid",120.229347826087,120.3,11061.1,135.8,97.9,-0.679728467782481,101.439939717191,18.5226925028547,2.07473271886922,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1063962000,2481652334.9943,NA
"59","INDIANA",1987,1688.3,91650.5,0.0184210669881779,"mid",130.53152173913,133.2,12008.9,150.2,101.1,8.56876802487998,103.222357514573,26.4566368005123,1.75711638073934,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1370304000,3083198069.86139,NA
"60","INDIANA",1988,1198.2,99492.5,0.0120431188280524,"mid",82.4369565217391,82.1,7584.2,105.1,55.1,-36.8451731632373,74.8076257775924,10.1986002962174,-27.5276911137873,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1099750000,2377500477.59143,NA
"61","INDIANA",1989,2108.7,107198.7,0.0196709475021619,"mid",130.053260869565,132,11964.9,145.1,106.8,57.7608712850399,97.6262098682891,33.2155176822132,30.5030187143456,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1708252000,3522941328.33289,NA
"62","INDIANA",1990,2148.2,110859.6,0.0193776632785974,"mid",124.945652173913,127.5,11495,147.6,95.4,-3.92732074651688,96.5765499292197,29.3747315114123,-1.0751825155207,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1624046000,3177749128.70336,NA
"63","INDIANA",1991,1529.2,114637,0.0133394977188866,"mid",91.0434782608696,92.9,8376,118.6,59.3,-27.1335363201392,93.1450722393454,-2.25625889588188,-3.55311687194168,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1250970000,2348306371.12525,NA
"64","INDIANA",1992,2108.4,124714.3,0.0169058399878763,"mid",145.229347826087,147.55,13361.1,163.9,121.9,59.5164756446991,110.865424678441,30.9960686546929,19.0244658284885,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1834163000,3341850868.21891,NA
"65","INDIANA",1993,1964.6,132108.2,0.0148711435020688,"mid",130.425,132.2,11999.1,151.3,111.2,-10.1937714709118,84.2078084289327,54.8846863887598,-24.0450224466528,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1789128000,3166337531.46351,NA
"66","INDIANA",1994,2246,143335.2,0.0156695633731282,"mid",139.216304347826,139.7,12807.9,170.1,112.4,6.74050553791532,115.406527186999,20.6312222897466,37.0496742999753,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1931040000,3330643939.14657,NA
"67","INDIANA",1995,1699.5,150403.9,0.0112995740137058,"mid",112.054945054945,113,10197,132,87,-19.5101855491146,98.1452539269824,14.1725560548359,-14.9569298035003,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2024282000,3396189697.4177,NA
"68","INDIANA",1996,2750.1,158350.1,0.017367213535072,"mid",118.252747252747,119.1,10761,149,90.2,5.53103854074728,110.114366029539,7.39084418923575,12.1953040250541,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1863573000,3037527949.95059,NA
"69","INDIANA",1997,2688.1,167366.3,0.0160611783853739,"mid",115.676086956522,119.15,10642.2,145.7,68.3,-2.17894328553593,110.498293215432,4.68585856886981,0.34866221342027,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1774795000,2826743877.97477,NA
"70","IOWA",1975,3104.1,21992.9,0.141141004596938,"mid",88.1333333333333,90.6,8725.2,115,55,NA,67.0715251797806,31.4020116541229,NA,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2794500000,13275341917.7764,NA
"71","IOWA",1976,2681.8,24436.5,0.109745667341886,"mid",91.8161616161616,94.5,9089.8,117.6,52.8,4.17870077476734,69.5544711781998,32.0061242086464,3.70193758344368,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2406495000,10811040473.0634,NA
"72","IOWA",1977,2868.9,27011.4,0.106210711033119,"mid",82.5010101010101,86.8,8167.6,123.7,18.3,-10.1454377434047,76.8529904639312,7.34912148894149,10.4932424358923,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2173478000,9168141410.61735,NA
"73","IOWA",1978,4048.5,30763.4,0.131601188425207,"mid",112.678787878788,114.6,11155.2,131.3,88.7,36.5786767226603,81.578653301079,38.1228830328062,6.14896415691941,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3206718000,12567520283.9831,NA
"74","IOWA",1979,3995.3,33496,0.119276928588488,"mid",125.617171717172,127.2,12436.1,144.1,97.7,11.4825372920252,92.5857580970491,35.6765600876745,13.4926287093102,"CORN, GRAIN - PRODUCTION, MEASURED IN $",4026154000,14182792018.4935,NA
"75","IOWA",1980,3411.8,34582.3,0.0986574056670609,"mid",108.085858585859,114.5,10700.5,139.1,54.8,-13.9561438071421,68.9541087480167,56.7504250991677,-25.5240652933484,"CORN, GRAIN - PRODUCTION, MEASURED IN $",4345110000,13479942534.9277,NA
"76","IOWA",1981,4696,38272.1,0.122700348295495,"mid",124.429292929293,126,12318.5,145,92.4,15.1207887481893,92.5709663787179,34.4150307562299,34.2501093256179,"CORN, GRAIN - PRODUCTION, MEASURED IN $",4172313000,11731457389.1092,NA
"77","IOWA",1982,3723.5,37289.3,0.0998543818199859,"mid",116.780808080808,121.4,11561.3,138.1,78.6,-6.14685229532816,93.4508298438912,24.9649770642909,0.950474538176094,"CORN, GRAIN - PRODUCTION, MEASURED IN $",4244820000,11245800159.7409,NA
"78","IOWA",1983,2258.4,37480.8,0.0602548504834475,"mid",81.330303030303,87.8,8051.7,118,19.1,-30.3564478043127,70.6838141522249,15.0621312754145,-24.3625612845797,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2320812000,5957156631.41566,NA
"79","IOWA",1984,3865.8,41264,0.0936845676618845,"mid",109.2,112.8,10810.8,134.7,60.1,34.267297589329,90.2772278636025,20.9607368150332,27.7198025409058,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3626448000,8924707146.05487,NA
"80","IOWA",1985,3830.8,42431,0.0902830477716764,"mid",125.385858585859,125.3,12413.2,146.4,105,14.8222148222148,99.3781095626995,26.1705008654348,10.0810380585094,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3448746000,8196753886.8872,NA
"81","IOWA",1986,3616.4,43225.9,0.0836628040133346,"mid",133.368686868687,134,13203.5,152.6,100.5,6.36660973802081,101.439939717191,31.4755186571601,2.07473271886922,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2293718000,5350013093.06014,NA
"82","IOWA",1987,3252.1,45282.8,0.071817555451518,"mid",127.354545454545,130.6,12608.1,147.1,92.9,-4.5094103836104,103.222357514573,23.3788381907136,1.75711638073934,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2493855000,5611199356.13861,NA
"83","IOWA",1988,2654.1,49088.5,0.054067653320024,"mid",79.230303030303,79.9,7843.8,123.9,32,-37.7876127251529,74.8076257775924,5.91206739518711,-27.5276911137873,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2202060000,4760535305.01022,NA
"84","IOWA",1989,3995,52907.1,0.0755097141971493,"mid",113.807070707071,116.9,11266.9,154.4,46.6,43.640837349244,97.6262098682891,16.5742999350398,30.5030187143456,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3310195000,6826640782.70704,NA
"85","IOWA",1990,4266.1,56121.5,0.0760154308063755,"mid",123.964646464646,124.9,12272.5,144.3,95,8.9252589443414,96.5765499292197,28.3589510657601,-1.0751825155207,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3452904000,6756251163.75789,NA
"86","IOWA",1991,3734.7,57944.2,0.0644533879145799,"mid",115.411111111111,118,11425.7,136.6,90,-6.8999796292524,93.1450722393454,23.9046879630422,-3.55311687194168,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3283020000,6162847056.7093,NA
"87","IOWA",1992,4636.9,61870.3,0.0749454908089988,"mid",144.234343434343,144.8,14279.2,169.2,117.3,24.9743998179543,110.865424678441,30.0985801954826,19.0244658284885,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3807300000,6936912810.13184,NA
"88","IOWA",1993,2403,63385.5,0.0379108786709894,"mid",76.9141414141414,78,7614.5,106,41.4,-46.674183427643,84.2078084289327,-8.66150912946126,-24.0450224466528,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2147200000,3800041108.0473,NA
"89","IOWA",1994,4728.2,70161,0.0673907156397429,"mid",150.626262626263,151.1,14912,171.5,130.4,95.8368901438046,115.406527186999,30.5179752807177,37.0496742999753,"CORN, GRAIN - PRODUCTION, MEASURED IN $",4251744000,7333377550.12987,NA
"90","IOWA",1995,3577.7,73136.6,0.0489180519739775,"mid",115.747474747475,119.8,11459,149.9,65,-23.155847639485,98.1452539269824,17.9348670630451,-14.9569298035003,"CORN, GRAIN - PRODUCTION, MEASURED IN $",4565760000,7660092355.15695,NA
"91","IOWA",1996,6099,78819.2,0.0773796232390078,"mid",135.172727272727,135.9,13382.1,155.8,95.7,16.7824417488437,110.114366029539,22.7566684954313,12.1953040250541,"CORN, GRAIN - PRODUCTION, MEASURED IN $",4449120000,7251836312.6554,NA
"92","IOWA",1997,5485,83113.2,0.0659943306237758,"mid",136.038383838384,137.6,13467.8,149.9,109,0.640407708805046,110.498293215432,23.1135611960615,0.34866221342027,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3826326000,6094249530.58561,NA
"93","KANSAS",1975,1542.5,16854.8,0.0915169565939673,"mid",76.0761904761905,85,7988,126,37,NA,67.0715251797806,13.4254667271595,NA,"CORN, GRAIN - PRODUCTION, MEASURED IN $",352600000,1675035090.43047,NA
"94","KANSAS",1976,1399.5,18953.1,0.0738401633505864,"mid",82.3076923076923,85.5,8560,136,37,8.19113285312585,69.5544711781998,18.3355877968197,3.70193758344368,"CORN, GRAIN - PRODUCTION, MEASURED IN $",364301000,1636601304.12798,NA
"95","KANSAS",1977,1303.3,20538.6,0.0634561265130048,"mid",90.2788461538462,92.5,9389,121,40,9.68457943925234,76.8529904639312,17.4695293037634,10.4932424358923,"CORN, GRAIN - PRODUCTION, MEASURED IN $",320947000,1353815166.89537,NA
"96","KANSAS",1978,1204.2,22824,0.0527602523659306,"mid",84.9904761904762,93,8924,135,25,-5.85781740537307,81.578653301079,4.18224958532389,6.14896415691941,"CORN, GRAIN - PRODUCTION, MEASURED IN $",359550000,1409120452.15892,NA
"97","KANSAS",1979,2009.6,26300.4,0.076409484266399,"mid",107.990291262136,109,11123,140,62,27.0616380829703,92.5857580970491,16.6381239206787,13.4926287093102,"CORN, GRAIN - PRODUCTION, MEASURED IN $",431695000,1520716892.70295,NA
"98","KANSAS",1980,1341.7,28298.2,0.0474129096550311,"mid",72.7608695652174,79.5,6694,137,20,-32.6227675517631,68.9541087480167,5.52071643926538,-25.5240652933484,"CORN, GRAIN - PRODUCTION, MEASURED IN $",368254000,1142443518.86541,NA
"99","KANSAS",1981,1870.5,31978.3,0.0584927904235059,"mid",114.809523809524,119,12055,159,45,57.7902030247414,92.5709663787179,24.0232529709429,34.2501093256179,"CORN, GRAIN - PRODUCTION, MEASURED IN $",381969000,1073997336.12043,NA
"100","KANSAS",1982,1925.7,33491.4,0.0574983428581666,"mid",99.8666666666667,101,10486,148,40,-13.0153463293239,93.4508298438912,6.86546800439663,0.950474538176094,"CORN, GRAIN - PRODUCTION, MEASURED IN $",376907000,998539584.9076,NA
"101","KANSAS",1983,1404.1,35257.1,0.0398246027041362,"mid",81.0380952380952,86,8509,141,26,-18.8537097081823,70.6838141522249,14.6487299957686,-24.3625612845797,"CORN, GRAIN - PRODUCTION, MEASURED IN $",278070000,713761625.0251,NA
"102","KANSAS",1984,1940.5,38442.1,0.0504785118398839,"mid",104.307692307692,104,10848,178,29,28.7143929052496,90.2772278636025,15.54153220709,27.7198025409058,"CORN, GRAIN - PRODUCTION, MEASURED IN $",330669000,813778106.642869,NA
"103","KANSAS",1985,2032.3,40658.3,0.0499848739371789,"mid",117.592233009709,121,12112,162,70,12.7359166022281,99.3781095626995,18.3281041742071,10.0810380585094,"CORN, GRAIN - PRODUCTION, MEASURED IN $",360477000,856758152.349706,NA
"104","KANSAS",1986,1755,41794.8,0.0419908696775675,"mid",122.895238095238,123,12904,177,67,4.50965590992012,101.439939717191,21.1507404656034,2.07473271886922,"CORN, GRAIN - PRODUCTION, MEASURED IN $",290496000,677571263.54748,NA
"105","KANSAS",1987,1910.5,44163.8,0.0432594115542594,"mid",108.432692307692,110,11277,149,46,-11.7681905431828,103.222357514573,5.04768048180189,1.75711638073934,"CORN, GRAIN - PRODUCTION, MEASURED IN $",271584000,611066788.541254,NA
